基隆市,仁愛區,仁愛區,TRUE,1
基隆市,信義區,信義區,TRUE,2
基隆市,中正區,中正區,TRUE,3
基隆市,中山區,中山區,TRUE,4
基隆市,安樂區,安樂區,TRUE,5
基隆市,暖暖區,暖暖區,TRUE,6
基隆市,七堵區,七堵區,TRUE,7
臺北市,中正區,中正區,TRUE,1
臺北市,大同區,大同區,TRUE,2
臺北市,中山區,中山區,TRUE,3
臺北市,松山區,松山區,TRUE,4
臺北市,大安區,大安區,TRUE,5
臺北市,萬華區,萬華區,TRUE,6
臺北市,信義區,信義區,TRUE,7
臺北市,士林區,士林區,TRUE,8
臺北市,北投區,北投區,TRUE,9
臺北市,內湖區,內湖區,TRUE,10
臺北市,南港區,南港區,TRUE,11
臺北市,文山區,文山區,TRUE,12
新北市,萬里區,萬里區,TRUE,1
新北市,金山區,金山區,TRUE,2
新北市,板橋區,板橋區,TRUE,3
新北市,汐止區,汐止區,TRUE,4
新北市,深坑區,深坑區,TRUE,5
新北市,石碇區,石碇區,TRUE,6
新北市,瑞芳區,瑞芳區,TRUE,7
新北市,平溪區,平溪區,TRUE,8
新北市,雙溪區,雙溪區,TRUE,9
新北市,貢寮區,貢寮區,TRUE,10
新北市,新店區,新店區,TRUE,11
新北市,坪林區,坪林區,TRUE,12
新北市,烏來區,烏來區,TRUE,13
新北市,永和區,永和區,TRUE,14
新北市,中和區,中和區,TRUE,15
新北市,土城區,土城區,TRUE,16
新北市,三峽區,三峽區,TRUE,17
新北市,樹林區,樹林區,TRUE,18
新北市,鶯歌區,鶯歌區,TRUE,19
新北市,三重區,三重區,TRUE,20
新北市,新莊區,新莊區,TRUE,21
新北市,泰山區,泰山區,TRUE,22
新北市,林口區,林口區,TRUE,23
新北市,蘆洲區,蘆洲區,TRUE,24
新北市,五股區,五股區,TRUE,25
新北市,八里區,八里區,TRUE,26
新北市,淡水區,淡水區,TRUE,27
新北市,三芝區,三芝區,TRUE,28
新北市,石門區,石門區,TRUE,29
桃園市,中壢區,中壢區,TRUE,1
桃園市,平鎮區,平鎮區,TRUE,2
桃園市,龍潭區,龍潭區,TRUE,3
桃園市,楊梅區,楊梅區,TRUE,4
桃園市,新屋區,新屋區,TRUE,5
桃園市,觀音區,觀音區,TRUE,6
桃園市,桃園區,桃園區,TRUE,7
桃園市,龜山區,龜山區,TRUE,8
桃園市,八德區,八德區,TRUE,9
桃園市,大溪區,大溪區,TRUE,10
桃園市,復興區,復興區,TRUE,11
桃園市,大園區,大園區,TRUE,12
桃園市,蘆竹區,蘆竹區,TRUE,13
新竹市,東區,東區,TRUE,1
新竹市,北區,北區,TRUE,2
新竹市,香山區,香山區,TRUE,3
新竹縣,竹北市,竹北市,TRUE,1
新竹縣,湖口鄉,湖口鄉,TRUE,2
新竹縣,新豐鄉,新豐鄉,TRUE,3
新竹縣,新埔鎮,新埔鎮,TRUE,4
新竹縣,關西鎮,關西鎮,TRUE,5
新竹縣,芎林鄉,芎林鄉,TRUE,6
新竹縣,寶山鄉,寶山鄉,TRUE,7
新竹縣,竹東鎮,竹東鎮,TRUE,8
新竹縣,五峰鄉,五峰鄉,TRUE,9
新竹縣,橫山鄉,橫山鄉,TRUE,10
新竹縣,尖石鄉,尖石鄉,TRUE,11
新竹縣,北埔鄉,北埔鄉,TRUE,12
新竹縣,峨眉鄉,峨眉鄉,TRUE,13
苗栗縣,竹南鎮,竹南鎮,TRUE,1
苗栗縣,頭份市,頭份市,TRUE,2
苗栗縣,三灣鄉,三灣鄉,TRUE,3
苗栗縣,南庄鄉,南庄鄉,TRUE,4
苗栗縣,獅潭鄉,獅潭鄉,TRUE,5
苗栗縣,後龍鎮,後龍鎮,TRUE,6
苗栗縣,通霄鎮,通霄鎮,TRUE,7
苗栗縣,苑裡鎮,苑裡鎮,TRUE,8
苗栗縣,苗栗市,苗栗市,TRUE,9
苗栗縣,造橋鄉,造橋鄉,TRUE,10
苗栗縣,頭屋鄉,頭屋鄉,TRUE,11
苗栗縣,公館鄉,公館鄉,TRUE,12
苗栗縣,大湖鄉,大湖鄉,TRUE,13
苗栗縣,泰安鄉,泰安鄉,TRUE,14
苗栗縣,銅鑼鄉,銅鑼鄉,TRUE,15
苗栗縣,三義鄉,三義鄉,TRUE,16
苗栗縣,西湖鄉,西湖鄉,TRUE,17
苗栗縣,卓蘭鎮,卓蘭鎮,TRUE,18
宜蘭縣,宜蘭市,宜蘭市,TRUE,1
宜蘭縣,頭城鎮,頭城鎮,TRUE,2
宜蘭縣,礁溪鄉,礁溪鄉,TRUE,3
宜蘭縣,壯圍鄉,壯圍鄉,TRUE,4
宜蘭縣,員山鄉,員山鄉,TRUE,5
宜蘭縣,羅東鎮,羅東鎮,TRUE,6
宜蘭縣,三星鄉,三星鄉,TRUE,7
宜蘭縣,大同鄉,大同鄉,TRUE,8
宜蘭縣,五結鄉,五結鄉,TRUE,9
宜蘭縣,冬山鄉,冬山鄉,TRUE,10
宜蘭縣,蘇澳鎮,蘇澳鎮,TRUE,11
宜蘭縣,南澳鄉,南澳鄉,TRUE,12
花蓮縣,花蓮市,花蓮市,TRUE,1
花蓮縣,新城鄉,新城鄉,TRUE,2
花蓮縣,秀林鄉,秀林鄉,TRUE,3
花蓮縣,吉安鄉,吉安鄉,TRUE,4
花蓮縣,壽豐鄉,壽豐鄉,TRUE,5
花蓮縣,鳳林鎮,鳳林鎮,TRUE,6
花蓮縣,光復鄉,光復鄉,TRUE,7
花蓮縣,豐濱鄉,豐濱鄉,TRUE,8
花蓮縣,瑞穗鄉,瑞穗鄉,TRUE,9
花蓮縣,萬榮鄉,萬榮鄉,TRUE,10
花蓮縣,玉里鎮,玉里鎮,TRUE,11
花蓮縣,卓溪鄉,卓溪鄉,TRUE,12
花蓮縣,富里鄉,富里鄉,TRUE,13
台東縣,台東市,台東市,TRUE,1
台東縣,綠島鄉,綠島鄉,TRUE,2
台東縣,蘭嶼鄉,蘭嶼鄉,TRUE,3
台東縣,延平鄉,延平鄉,TRUE,4
台東縣,卑南鄉,卑南鄉,TRUE,5
台東縣,鹿野鄉,鹿野鄉,TRUE,6
台東縣,關山鎮,關山鎮,TRUE,7
台東縣,海端鄉,海端鄉,TRUE,8
台東縣,池上鄉,池上鄉,TRUE,9
台東縣,東河鄉,東河鄉,TRUE,10
台東縣,成功鎮,成功鎮,TRUE,11
台東縣,長濱鄉,長濱鄉,TRUE,12
台東縣,太麻里鄉,太麻里鄉,TRUE,13
台東縣,金峰鄉,金峰鄉,TRUE,14
台東縣,大武鄉,大武鄉,TRUE,15
台東縣,達仁鄉,達仁鄉,TRUE,16
台中市,中區,中區,TRUE,1
台中市,東區,東區,TRUE,2
台中市,南區,南區,TRUE,3
台中市,西區,西區,TRUE,4
台中市,北區,北區,TRUE,5
台中市,北屯區,北屯區,TRUE,6
台中市,西屯區,西屯區,TRUE,7
台中市,南屯區,南屯區,TRUE,8
台中市,太平區,太平區,TRUE,9
台中市,大里區,大里區,TRUE,10
台中市,霧峰區,霧峰區,TRUE,11
台中市,烏日區,烏日區,TRUE,12
台中市,豐原區,豐原區,TRUE,13
台中市,后里區,后里區,TRUE,14
台中市,石岡區,石岡區,TRUE,15
台中市,東勢區,東勢區,TRUE,16
台中市,和平區,和平區,TRUE,17
台中市,新社區,新社區,TRUE,18
台中市,潭子區,潭子區,TRUE,19
台中市,大雅區,大雅區,TRUE,20
台中市,神岡區,神岡區,TRUE,21
台中市,大肚區,大肚區,TRUE,22
台中市,沙鹿區,沙鹿區,TRUE,23
台中市,龍井區,龍井區,TRUE,24
台中市,梧棲區,梧棲區,TRUE,25
台中市,清水區,清水區,TRUE,26
台中市,大甲區,大甲區,TRUE,27
台中市,外埔區,外埔區,TRUE,28
台中市,大安區,大安區,TRUE,29
南投縣,南投市,南投市,TRUE,1
南投縣,中寮鄉,中寮鄉,TRUE,2
南投縣,草屯鎮,草屯鎮,TRUE,3
南投縣,國姓鄉,國姓鄉,TRUE,4
南投縣,埔里鎮,埔里鎮,TRUE,5
南投縣,仁愛鄉,仁愛鄉,TRUE,6
南投縣,名間鄉,名間鄉,TRUE,7
南投縣,集集鎮,集集鎮,TRUE,8
南投縣,水里鄉,水里鄉,TRUE,9
南投縣,魚池鄉,魚池鄉,TRUE,10
南投縣,信義鄉,信義鄉,TRUE,11
南投縣,竹山鎮,竹山鎮,TRUE,12
南投縣,鹿谷鄉,鹿谷鄉,TRUE,13
彰化縣,彰化市,彰化市,TRUE,1
彰化縣,芬園鄉,芬園鄉,TRUE,2
彰化縣,花壇鄉,花壇鄉,TRUE,3
彰化縣,秀水鄉,秀水鄉,TRUE,4
彰化縣,鹿港鎮,鹿港鎮,TRUE,5
彰化縣,福興鄉,福興鄉,TRUE,6
彰化縣,線西鄉,線西鄉,TRUE,7
彰化縣,和美鎮,和美鎮,TRUE,8
彰化縣,伸港鄉,伸港鄉,TRUE,9
彰化縣,員林市,員林市,TRUE,10
彰化縣,社頭鄉,社頭鄉,TRUE,11
彰化縣,永靖鄉,永靖鄉,TRUE,12
彰化縣,埔心鄉,埔心鄉,TRUE,13
彰化縣,溪湖鎮,溪湖鎮,TRUE,14
彰化縣,大村鄉,大村鄉,TRUE,15
彰化縣,埔鹽鄉,埔鹽鄉,TRUE,16
彰化縣,田中鎮,田中鎮,TRUE,17
彰化縣,北斗鎮,北斗鎮,TRUE,18
彰化縣,田尾鄉,田尾鄉,TRUE,19
彰化縣,埤頭鄉,埤頭鄉,TRUE,20
彰化縣,溪州鄉,溪州鄉,TRUE,21
彰化縣,竹塘鄉,竹塘鄉,TRUE,22
彰化縣,二林鎮,二林鎮,TRUE,23
彰化縣,大城鄉,大城鄉,TRUE,24
彰化縣,芳苑鄉,芳苑鄉,TRUE,25
彰化縣,二水鄉,二水鄉,TRUE,26
雲林縣,斗南鎮,斗南鎮,TRUE,1
雲林縣,大埤鄉,大埤鄉,TRUE,2
雲林縣,虎尾鎮,虎尾鎮,TRUE,3
雲林縣,土庫鎮,土庫鎮,TRUE,4
雲林縣,褒忠鄉,褒忠鄉,TRUE,5
雲林縣,東勢鄉,東勢鄉,TRUE,6
雲林縣,臺西鄉,臺西鄉,TRUE,7
雲林縣,崙背鄉,崙背鄉,TRUE,8
雲林縣,麥寮鄉,麥寮鄉,TRUE,9
雲林縣,斗六市,斗六市,TRUE,10
雲林縣,林內鄉, 林內鄉 ,TRUE,13
雲林縣,古坑鄉,古坑鄉,TRUE,12
雲林縣,莿桐鄉,莿桐鄉,TRUE,13
雲林縣,西螺鎮,西螺鎮,TRUE,14
雲林縣,二崙鄉,二崙鄉,TRUE,15
雲林縣,北港鎮,北港鎮,TRUE,16
雲林縣,水林鄉,水林鄉,TRUE,17
雲林縣,口湖鄉,口湖鄉,TRUE,18
雲林縣,四湖鄉,四湖鄉,TRUE,19
雲林縣,元長鄉,元長鄉,TRUE,20
嘉義市,東區,東區,TRUE,1
嘉義市,西區,西區,TRUE,2
嘉義縣,番路鄉,番路鄉,TRUE,1
嘉義縣,梅山鄉,梅山鄉,TRUE,2
嘉義縣,竹崎鄉,竹崎鄉,TRUE,3
嘉義縣,阿里山鄉,阿里山鄉,TRUE,4
嘉義縣,中埔鄉,中埔鄉,TRUE,5
嘉義縣,大埔鄉,大埔鄉,TRUE,6
嘉義縣,水上鄉,水上鄉,TRUE,7
嘉義縣,鹿草鄉,鹿草鄉,TRUE,8
嘉義縣,太保市,太保市,TRUE,9
嘉義縣,朴子市,朴子市,TRUE,10
嘉義縣,東石鄉,東石鄉,TRUE,11
嘉義縣,六腳鄉, 六腳鄉 ,TRUE,12
嘉義縣,新港鄉,新港鄉,TRUE,13
嘉義縣,民雄鄉,民雄鄉,TRUE,14
嘉義縣,大林鎮,大林鎮,TRUE,15
嘉義縣,溪口鄉,溪口鄉,TRUE,16
嘉義縣,義竹鄉,義竹鄉,TRUE,17
嘉義縣,布袋鎮,布袋鎮,TRUE,18
臺南市,中西區,中西區,TRUE,1
臺南市,東區,東區,TRUE,2
臺南市,南區,南區,TRUE,3
臺南市,北區,北區,TRUE,4
臺南市,安平區,安平區,TRUE,5
臺南市,安南區,安南區,TRUE,6
臺南市,永康區,永康區,TRUE,7
臺南市,歸仁區,歸仁區,TRUE,8
臺南市,新化區,新化區,TRUE,9
臺南市,左鎮區,左鎮區,TRUE,10
臺南市,玉井區,玉井區,TRUE,11
臺南市,楠西區,楠西區,TRUE,12
臺南市,南化區,南化區,TRUE,13
臺南市,仁德區,仁德區,TRUE,14
臺南市,關廟區,關廟區,TRUE,15
臺南市,龍崎區,龍崎區,TRUE,16
臺南市,官田區,官田區,TRUE,17
臺南市,麻豆區,麻豆區,TRUE,18
臺南市,佳里區,佳里區,TRUE,19
臺南市,西港區,西港區,TRUE,20
臺南市,七股區,七股區,TRUE,21
臺南市,將軍區,將軍區,TRUE,22
臺南市,學甲區,學甲區,TRUE,23
臺南市,北門區,北門區,TRUE,24
臺南市,新營區,新營區,TRUE,25
臺南市,後壁區,後壁區,TRUE,26
臺南市,白河區,白河區,TRUE,27
臺南市,東山區,東山區,TRUE,28
臺南市,六甲區,六甲區,TRUE,29
臺南市,下營區,下營區,TRUE,30
臺南市,柳營區,柳營區,TRUE,31
臺南市,鹽水區,鹽水區,TRUE,32
臺南市,善化區,善化區,TRUE,33
臺南市,大內區, 大內區 ,TRUE,34
臺南市,山上區,山上區,TRUE,35
臺南市,新市區,新市區,TRUE,36
臺南市,安定區,安定區,TRUE,37
高雄市,新興區,新興區,TRUE,1
高雄市,前金區,前金區,TRUE,2
高雄市,苓雅區,苓雅區,TRUE,3
高雄市,鹽埕區,鹽埕區,TRUE,4
高雄市,鼓山區,鼓山區,TRUE,5
高雄市,旗津區,旗津區,TRUE,6
高雄市,前鎮區,前鎮區,TRUE,7
高雄市,三民區,三民區,TRUE,8
高雄市,楠梓區,楠梓區,TRUE,9
高雄市,小港區,小港區,TRUE,10
高雄市,左營區,左營區,TRUE,11
高雄市,仁武區,仁武區,TRUE,12
高雄市,大社區,大社區,TRUE,13
高雄市,東沙群島,東沙群島,TRUE,14
高雄市,南沙群島,南沙群島,TRUE,15
高雄市,岡山區,岡山區,TRUE,16
高雄市,路竹區,路竹區,TRUE,17
高雄市,阿蓮區,阿蓮區,TRUE,18
高雄市,田寮區,田寮區,TRUE,19
高雄市,燕巢區,燕巢區,TRUE,20
高雄市,橋頭區,橋頭區,TRUE,21
高雄市,梓官區,梓官區,TRUE,22
高雄市,彌陀區,彌陀區,TRUE,23
高雄市,永安區,永安區,TRUE,24
高雄市,湖內區, 湖內區,TRUE,25
高雄市,鳳山區,鳳山區,TRUE,26
高雄市,大寮區,大寮區,TRUE,27
高雄市,林園區,林園區,TRUE,28
高雄市,鳥松區,鳥松區,TRUE,29
高雄市,大樹區,大樹區,TRUE,30
高雄市,旗山區,旗山區,TRUE,31
高雄市,美濃區,美濃區,TRUE,32
高雄市,六龜區,六龜區,TRUE,33
高雄市,內門區,內門區,TRUE,34
高雄市,杉林區,杉林區,TRUE,35
高雄市,甲仙區,甲仙區,TRUE,36
高雄市,桃源區,桃源區,TRUE,37
高雄市,那瑪夏區,那瑪夏區,TRUE,38
高雄市,茂林區,茂林區,TRUE,39
高雄市,茄萣區,茄萣區,TRUE,40
屏東縣,屏東市,屏東市,TRUE,1
屏東縣,三地門,三地門,TRUE,2
屏東縣,霧臺鄉,霧臺鄉,TRUE,3
屏東縣,瑪家鄉,瑪家鄉,TRUE,4
屏東縣,九如鄉,九如鄉,TRUE,5
屏東縣,里港鄉,里港鄉,TRUE,6
屏東縣,高樹鄉,高樹鄉,TRUE,7
屏東縣,鹽埔鄉,鹽埔鄉,TRUE,8
屏東縣,長治鄉,長治鄉,TRUE,9
屏東縣,麟洛鄉,麟洛鄉,TRUE,10
屏東縣,竹田鄉,竹田鄉,TRUE,11
屏東縣,內埔鄉,內埔鄉,TRUE,12
屏東縣,萬丹鄉,萬丹鄉,TRUE,13
屏東縣,潮州鎮,潮州鎮,TRUE,14
屏東縣,泰武鄉,泰武鄉,TRUE,15
屏東縣,來義鄉,來義鄉,TRUE,16
屏東縣,萬巒鄉,萬巒鄉,TRUE,17
屏東縣,崁頂鄉,崁頂鄉,TRUE,18
屏東縣,新埤鄉,新埤鄉,TRUE,19
屏東縣,南州鄉,南州鄉,TRUE,20
屏東縣,林邊鄉,林邊鄉,TRUE,21
屏東縣,東港鎮,東港鎮,TRUE,22
屏東縣,琉球鄉,琉球鄉,TRUE,23
屏東縣,佳冬鄉,佳冬鄉,TRUE,24
屏東縣,新園鄉,新園鄉,TRUE,25
屏東縣,枋寮鄉,枋寮鄉,TRUE,26
屏東縣,枋山鄉,枋山鄉,TRUE,27
屏東縣,春日鄉,春日鄉,TRUE,28
屏東縣,獅子鄉,獅子鄉,TRUE,29
屏東縣,車城鄉,車城鄉,TRUE,30
屏東縣,牡丹鄉,牡丹鄉,TRUE,31
屏東縣,恆春鎮,恆春鎮,TRUE,32
屏東縣,滿州鄉,滿州鄉,TRUE,33
澎湖縣,馬公市,馬公市,TRUE,1
澎湖縣,西嶼鄉,西嶼鄉,TRUE,2
澎湖縣,望安鄉,望安鄉,TRUE,3
澎湖縣,七美鄉,七美鄉,TRUE,4
澎湖縣,白沙鄉,白沙鄉,TRUE,5
澎湖縣,湖西鄉,湖西鄉,TRUE,6
金門縣,金沙鎮,金沙鎮,TRUE,1
金門縣,金湖鎮,金湖鎮,TRUE,2
金門縣,金寧鄉,金寧鄉,TRUE,3
金門縣,金城鎮,金城鎮,TRUE,4
金門縣,烈嶼鄉,烈嶼鄉,TRUE,5
金門縣,烏坵鄉,烏坵鄉,TRUE,6
連江縣,南竿鄉,南竿鄉,TRUE,1
連江縣,北竿鄉,北竿鄉,TRUE,2
連江縣,莒光鄉,莒光鄉,TRUE,3
連江縣,東引鄉,東引鄉,TRUE,4